Order ID,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-100044,Same Day,Home Office,India,Chennai,Delhi,,Technology,Storage,13814.56,7,0.3,-1831.3
ORD-100045,Second Class,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Accessories,25132.06,7,0.1,-772.02
ORD-100046,Same Day,Consumer,India,,Karnataka,East,Furniture,Binders,37251.91,9,0.3,-7409.39
ORD-100047,Standard Class,Corporate,India,Kolkata,Delhi,Central,Office Supplies,Binders,28253.83,7,,1324.73
ORD-100048,Standard Class,,India,Kolkata,West Bengal,South,,Chairs,57903.26,5,,11436.19
ORD-100049,Second Class,Home Office,India,Delhi,West Bengal,West,Office Supplies,,25169.92,1,0.1,825.67
ORD-100050,Standard Class,Home Office,India,Bangalore,Karnataka,West,Furniture,Storage,10728.16,3,0.05,684.72
ORD-100051,Second Class,Corporate,India,Hyderabad,Delhi,East,,Tables,9858.55,7,0.2,-1247.71
ORD-100052,Second Class,Consumer,India,Kolkata,Karnataka,East,Technology,Storage,33986.67,4,0.05,3393.29
ORD-100053,Second Class,Consumer,India,Mumbai,Telangana,East,Technology,Binders,40011.82,8,0.2,-4954.26
ORD-100054,First Class,Consumer,India,Delhi,Delhi,East,Technology,Accessories,56191.96,10,0,4590.57
ORD-100055,First Class,Corporate,India,,Delhi,West,Office Supplies,Phones,12463.44,10,0.3,-2882.47
ORD-100056,Standard Class,Home Office,India,Kolkata,Maharashtra,East,Furniture,Tables,40397.32,3,,7933.12
ORD-100057,First Class,Consumer,India,Hyderabad,Delhi,East,Office Supplies,Binders,44828.87,10,0.05,3202.97
ORD-100058,First Class,Home Office,India,Kolkata,West Bengal,Central,Furniture,Tables,41708.47,5,0.1,5888.33
ORD-100059,Second Class,Corporate,India,Chennai,Tamil Nadu,North,Office Supplies,Storage,11608.08,3,0.3,-2349.67
ORD-100060,Second Class,,India,Mumbai,West Bengal,South,,Binders,53162.6,11,0.2,1832.3
ORD-100061,Second Class,Consumer,India,Bangalore,Tamil Nadu,East,Furniture,Storage,52632.68,3,0.2,-5641.78
ORD-100062,Second Class,Corporate,India,Mumbai,West Bengal,Central,Furniture,Phones,41028.42,4,0.3,-4703.16
ORD-100063,First Class,Corporate,India,Bangalore,Tamil Nadu,East,,Chairs,45930.59,8,0.2,-5451.59
ORD-100064,Second Class,Consumer,India,Bangalore,West Bengal,South,,Phones,20094.68,7,0.1,426.36
ORD-100065,Standard Class,Consumer,India,Chennai,Maharashtra,Central,Furniture,Chairs,44805.34,7,0.2,-354.88
ORD-100066,Second Class,Corporate,India,Kolkata,Delhi,North,Furniture,,58395.74,8,0.3,-7053.61
ORD-100067,Standard Class,Corporate,India,Delhi,Telangana,Central,Office Supplies,Chairs,7401.25,2,0.3,-1719.76
ORD-100068,Second Class,Corporate,India,Hyderabad,Karnataka,South,Furniture,Chairs,46907.23,7,0.2,2273.94
ORD-100069,Standard Class,Corporate,India,Mumbai,Tamil Nadu,,Office Supplies,,47445.58,4,None,9265.45
ORD-100070,Same Day,Consumer,India,Kolkata,Delhi,West,Technology,Storage,44592.73,9,0,3353.57
ORD-100071,Standard Class,,India,Bangalore,,West,Furniture,Binders,31480.11,5,0.05,5323.6
ORD-100072,,Consumer,India,Chennai,Maharashtra,East,Technology,Phones,8551.74,1,0.05,241.54
ORD-100073,Second Class,Home Office,India,Chennai,Maharashtra,South,Furniture,Binders,33401.08,,0,2901.64
ORD-100074,First Class,,India,,West Bengal,West,Furniture,Binders,45252.9,1,0.05,2315.91
ORD-100075,Same Day,Home Office,India,Bangalore,Tamil Nadu,East,Office Supplies,Accessories,18435.28,3,0.1,2099.37
ORD-100076,Standard Class,Home Office,India,Chennai,Tamil Nadu,West,Furniture,,17987.67,8,,3509.89
ORD-100077,Same Day,Corporate,India,Kolkata,Maharashtra,West,Technology,Storage,23939.68,7,0.05,2565.99
ORD-100078,Second Class,Consumer,India,Chennai,Maharashtra,West,Technology,Tables,13532.18,5,,672.48
ORD-100079,Second Class,Corporate,India,,Telangana,West,Office Supplies,Phones,40333.53,5,0.05,6367.66
ORD-100080,Standard Class,Home Office,India,Delhi,West Bengal,West,Furniture,Phones,58435.55,2,0,7416.69
ORD-100081,Second Class,Home Office,India,Bangalore,,,Technology,Tables,4423.01,4,0.1,-220.46
ORD-100082,,Corporate,India,Chennai,Karnataka,North,Technology,Storage,24085.13,9,0,3065.73
ORD-100083,Same Day,Home Office,India,Hyderabad,Tamil Nadu,West,Technology,Binders,47988.72,10,None,5647.39
ORD-100084,,Home Office,India,,Delhi,Central,Technology,Binders,9725.6,10,0,531.19
ORD-100085,Second Class,Consumer,India,Delhi,West Bengal,North,Office Supplies,Binders,32439.27,10,0,5990.65
ORD-100086,Second Class,Corporate,India,Mumbai,,Central,Technology,Binders,23887.63,9,0.05,3639.97
ORD-100087,Same Day,Home Office,India,Hyderabad,Maharashtra,,Furniture,Phones,51881.89,10,0.1,1234.31
ORD-100088,Standard Class,,India,Hyderabad,Karnataka,West,Office Supplies,Binders,18515.83,8,,1554.13
ORD-100089,First Class,Consumer,India,Mumbai,Maharashtra,West,Technology,Accessories,761.98,2,0.2,-20.77
ORD-100090,Same Day,Corporate,India,Mumbai,Maharashtra,East,Office Supplies,Tables,17565.51,3,0.3,-3543.62
ORD-100091,Standard Class,Home Office,India,Mumbai,Tamil Nadu,,Technology,Chairs,8217.83,5,0.1,898.33
ORD-100092,First Class,Consumer,India,,Telangana,Central,Furniture,Phones,22377.45,2,0,912.73
ORD-100093,First Class,Home Office,India,Bangalore,Maharashtra,South,Furniture,Phones,15840.24,10,0.05,-64.78
ORD-100094,Standard Class,Corporate,India,Delhi,Delhi,West,Furniture,,38329.05,1,0.3,-7869.8
ORD-100095,Standard Class,Consumer,India,Chennai,Tamil Nadu,West,Furniture,Phones,55652.05,3,0.3,-3134.09
ORD-100096,First Class,Corporate,India,Bangalore,Maharashtra,North,Office Supplies,Phones,28898.87,2,0.1,3334.78
ORD-100097,First Class,Home Office,India,Chennai,Telangana,West,Furniture,Accessories,4131.08,10,0.3,-310.34
ORD-100098,Second Class,Home Office,India,Hyderabad,West Bengal,North,Office Supplies,Phones,26069.16,6,,5337.1
ORD-100099,First Class,Corporate,India,Delhi,Maharashtra,North,Furniture,Phones,31483.75,2,None,4832.24
ORD-100100,Standard Class,Consumer,India,Bangalore,Karnataka,Central,Technology,Tables,1785.6,9,0.05,-24.63
ORD-100101,,Corporate,India,Delhi,Tamil Nadu,West,Office Supplies,Binders,36041.74,1,,1091.03
ORD-100102,Standard Class,Home Office,India,Mumbai,Karnataka,North,Furniture,Storage,2948.11,3,0.2,-486.1
ORD-100103,Same Day,Home Office,India,Kolkata,Maharashtra,East,Office Supplies,,16442.2,4,0.1,537.5
ORD-100104,Second Class,Home Office,India,Hyderabad,Karnataka,West,Office Supplies,Binders,54439.33,9,,9503.73
ORD-100105,,Corporate,India,Bangalore,West Bengal,South,Furniture,Binders,2334.89,1,0.3,-206.39
ORD-100106,Standard Class,Home Office,India,Kolkata,West Bengal,North,Technology,Accessories,24155.26,6,0.2,113.38
ORD-100107,Second Class,Home Office,India,Hyderabad,Maharashtra,Central,Technology,Chairs,12731.18,10,0.1,-532.84
ORD-100108,Second Class,Home Office,India,Bangalore,Telangana,West,Office Supplies,Accessories,44318.96,7,0,2028.33
ORD-100109,First Class,Corporate,India,Delhi,,Central,Technology,Tables,11494.69,1,0,2339.98
ORD-100110,Standard Class,Corporate,India,Chennai,West Bengal,East,Office Supplies,Accessories,48288.66,8,0.3,-10514.21
ORD-100111,Standard Class,Corporate,India,Delhi,Karnataka,South,Furniture,Accessories,51315.51,5,0.05,971.8
ORD-100112,First Class,Consumer,India,Bangalore,Karnataka,South,,Binders,45357.45,5,0.05,3078.79
ORD-100113,Same Day,Corporate,India,Hyderabad,Delhi,South,Office Supplies,Chairs,26631.96,6,0.1,1175.24
ORD-100114,Second Class,Home Office,India,Delhi,West Bengal,,,Binders,51452.77,9,0,12340.9
ORD-100115,Second Class,Corporate,India,Delhi,Maharashtra,North,Furniture,Tables,2994.21,3,0.05,549.41
ORD-100116,Same Day,Corporate,India,,West Bengal,East,Furniture,Accessories,43623.12,4,0.2,-3990.23
ORD-100117,,Home Office,India,Kolkata,Karnataka,West,Technology,Tables,36188.92,9,0.3,-9742.19
ORD-100118,Same Day,Home Office,India,Chennai,Telangana,North,Furniture,Binders,18669.26,1,0.2,-1776.19
ORD-100119,First Class,Consumer,India,Chennai,Karnataka,Central,Office Supplies,,27584.94,8,,2538.91
ORD-100120,Same Day,Corporate,India,Mumbai,Delhi,North,Technology,Storage,29962.73,8,0.3,-6492.39
ORD-100121,First Class,Home Office,India,Mumbai,West Bengal,West,Furniture,Tables,5055.32,1,0,918.23
ORD-100122,Same Day,Corporate,India,Mumbai,,South,Technology,Storage,634.76,1,0,117.25
ORD-100123,Second Class,Consumer,India,Kolkata,Maharashtra,North,Technology,Phones,27705.58,8,0,4380.56
ORD-100124,Standard Class,Home Office,India,Chennai,West Bengal,Central,Technology,Tables,43837.79,10,,4909.62
ORD-100125,Second Class,Home Office,India,Kolkata,Delhi,West,,,41118.48,5,0.1,-658.33
ORD-100126,First Class,Home Office,India,Chennai,West Bengal,North,Technology,Binders,4177.84,6,,678.15
ORD-100127,First Class,Corporate,India,Mumbai,Maharashtra,East,Office Supplies,Chairs,40940.07,6,,5352.6
ORD-100128,First Class,Consumer,India,Kolkata,Tamil Nadu,South,Technology,Chairs,47060.04,1,,10615.33
ORD-100129,Standard Class,Home Office,India,Bangalore,Maharashtra,Central,Office Supplies,Accessories,49782.27,6,0.2,-1529.84
ORD-100130,Same Day,Corporate,India,,Karnataka,North,Technology,Binders,23673.32,3,0.2,-1659.33
ORD-100131,Standard Class,Corporate,India,Hyderabad,Karnataka,Central,Technology,,14301.49,3,0,1954.61
ORD-100132,Second Class,Home Office,India,Mumbai,Telangana,West,,Chairs,3160.16,1,,611.97
ORD-100133,,Home Office,India,Mumbai,Tamil Nadu,North,Technology,Tables,5069.55,3,0.1,-96.17
ORD-100134,,Consumer,India,Delhi,Tamil Nadu,Central,,Accessories,33708.83,3,0,6746.11
ORD-100135,Second Class,Consumer,India,Mumbai,Tamil Nadu,West,Office Supplies,Tables,37794.76,1,0.2,-5062.54
ORD-100136,Second Class,Corporate,India,Chennai,Delhi,South,,,17977.78,3,0.1,1404.06
ORD-100137,First Class,Home Office,India,Bangalore,West Bengal,,Office Supplies,Phones,37159.44,9,0.3,-3455.29
ORD-100138,First Class,Home Office,India,Mumbai,Telangana,East,Office Supplies,Binders,44665.09,3,0.05,1394.49
ORD-100139,First Class,Corporate,India,Chennai,Tamil Nadu,Central,Technology,Phones,15486.8,7,,2585.12
ORD-100140,Standard Class,Consumer,India,Chennai,Telangana,South,Furniture,Phones,4644.38,4,0.3,-358.43
ORD-100141,Same Day,Home Office,India,Mumbai,Karnataka,,Technology,Accessories,36736.93,7,0,5591.81
ORD-100142,First Class,Consumer,India,,Telangana,Central,Office Supplies,Chairs,11584.69,2,0.3,-1469.48
ORD-100143,,Home Office,India,Mumbai,Karnataka,Central,Office Supplies,,22402.44,3,0,4557.56
ORD-100144,Second Class,Home Office,India,Delhi,Telangana,North,Office Supplies,Storage,39721.55,11,0.3,-7897.69
ORD-100145,Same Day,Consumer,India,Delhi,West Bengal,East,Furniture,Storage,34432.02,2,None,7984.43
ORD-100146,First Class,Corporate,India,Mumbai,Tamil Nadu,North,Technology,Chairs,38277.48,6,0.2,-1061.15
ORD-100147,First Class,Consumer,India,Kolkata,,North,Office Supplies,Phones,13337.92,10,0,420.13
ORD-100148,Second Class,Consumer,India,Hyderabad,Karnataka,North,,Tables,48766.45,4,0.3,-7861.57
ORD-100149,Standard Class,Corporate,India,Delhi,Telangana,West,Office Supplies,Chairs,59057.08,11,,11528.15
ORD-100150,Second Class,Corporate,India,Kolkata,Karnataka,East,Furniture,Binders,10144.97,3,0.2,-1304.09
ORD-100151,Standard Class,Home Office,India,Chennai,Karnataka,South,Technology,Accessories,25829.31,9,None,5606.86
ORD-100152,Second Class,Consumer,India,Kolkata,Tamil Nadu,South,Office Supplies,Phones,37571.37,10,0.05,1971.36
ORD-100153,Same Day,Consumer,India,Mumbai,Delhi,Central,Technology,Accessories,2762.8,7,0.05,-21.75
ORD-100154,,Corporate,India,Bangalore,Karnataka,West,Furniture,Storage,23356.49,4,,1309.77
ORD-100155,Same Day,Consumer,India,Delhi,Delhi,East,Furniture,Storage,56441.47,4,0.1,-57.93
ORD-100156,Second Class,Consumer,India,Kolkata,Karnataka,East,Technology,Chairs,29023.92,6,0.3,-3261.67
ORD-100157,First Class,Consumer,India,Kolkata,Telangana,Central,Furniture,Accessories,38887.19,,0.2,-5032.58
ORD-100158,First Class,Consumer,India,Chennai,Maharashtra,,,Tables,33966.67,2,0.05,645.36
ORD-100159,Same Day,Home Office,India,Mumbai,Maharashtra,North,Furniture,Chairs,59595.48,1,0.05,1552.51
ORD-100160,Second Class,Corporate,India,Bangalore,Maharashtra,East,Furniture,,43832.58,5,0.05,760.44
ORD-100161,Same Day,Consumer,India,Hyderabad,West Bengal,South,Furniture,Binders,35039,10,0.2,-919.67
ORD-100162,Same Day,Home Office,India,Hyderabad,Telangana,North,Office Supplies,Tables,50215.86,4,0.1,-3393.68
ORD-100163,First Class,Home Office,India,Bangalore,Maharashtra,Central,Technology,Tables,36522.37,6,0.1,-1372.27
ORD-100164,Standard Class,Corporate,India,Delhi,Maharashtra,Central,Office Supplies,Binders,6722.4,10,0.1,-215.79
ORD-100165,Standard Class,Consumer,India,,Maharashtra,,Office Supplies,Accessories,52363.99,11,0.05,2357.97
ORD-100166,Same Day,Consumer,India,Chennai,West Bengal,North,Office Supplies,Storage,44922.3,4,0.1,2710.6
ORD-100167,First Class,Corporate,India,Delhi,Maharashtra,Central,Technology,Binders,25138.2,10,0.1,316.51
ORD-100168,Second Class,Corporate,India,Bangalore,Tamil Nadu,North,Technology,Accessories,52796.83,11,,1922.83
ORD-100169,First Class,Home Office,India,Mumbai,Karnataka,South,Office Supplies,,14792.11,8,0,540.2
ORD-100170,Same Day,Consumer,India,Hyderabad,Karnataka,South,Office Supplies,Accessories,4974.5,10,0.05,58.66
ORD-100171,First Class,Home Office,India,Mumbai,,South,Furniture,,25980.94,8,0.1,977.47
ORD-100172,Same Day,Home Office,India,Hyderabad,Tamil Nadu,West,Furniture,,59298.7,5,0,12929.92
ORD-100173,,Corporate,India,Bangalore,Karnataka,South,Office Supplies,Accessories,37729.53,8,0.05,5790.47
ORD-100174,Second Class,Home Office,India,Hyderabad,Maharashtra,North,Office Supplies,Phones,8138.88,1,0.1,350.72
ORD-100175,First Class,Corporate,India,Chennai,Delhi,West,Furniture,Binders,35879.18,10,0.1,1861.76
ORD-100176,First Class,Consumer,India,Bangalore,Delhi,South,Technology,Chairs,6326.86,10,,451.42
ORD-100177,First Class,Consumer,India,Kolkata,Telangana,North,Technology,Storage,28699.47,9,0,5419.36
ORD-100178,Second Class,Home Office,India,Delhi,Karnataka,East,Office Supplies,Phones,10584.91,,,911.78
ORD-100179,Same Day,Home Office,India,Kolkata,Delhi,Central,Technology,Storage,35336.97,1,0.1,3210.93
ORD-100180,First Class,Consumer,India,Delhi,Maharashtra,South,Office Supplies,Tables,1890.31,6,0.2,93.08
ORD-100181,Second Class,Consumer,India,Bangalore,Karnataka,South,Office Supplies,Tables,58670.41,3,,6693.01
ORD-100182,Standard Class,Home Office,India,Kolkata,Telangana,Central,Furniture,Phones,21265.06,10,0.2,-689.45
ORD-100183,First Class,Corporate,India,Bangalore,West Bengal,South,Furniture,Phones,7051.52,11,,1174.17
ORD-100184,Same Day,Corporate,India,Delhi,Tamil Nadu,East,Technology,Chairs,45243.48,5,0.2,-4462.23
ORD-100185,First Class,Home Office,India,Chennai,Telangana,West,Office Supplies,Tables,50540.42,7,0.1,1224.18
ORD-100186,First Class,Home Office,India,Bangalore,Telangana,West,Furniture,Tables,19080.7,9,0,4249.37
ORD-100187,First Class,Corporate,India,Kolkata,West Bengal,South,Technology,Accessories,1117.26,10,,156.34
ORD-100188,Second Class,Consumer,India,Hyderabad,Maharashtra,East,Technology,Binders,22116.22,10,0.2,-1552.11
ORD-100189,Second Class,Corporate,India,Mumbai,Telangana,North,Technology,Binders,10204.31,10,0,769.35
ORD-100190,First Class,Home Office,India,Kolkata,Tamil Nadu,South,Technology,Binders,22581.91,6,0.3,-2215.12
ORD-100191,Standard Class,Home Office,India,Chennai,West Bengal,East,Technology,Phones,40159.13,3,0.3,-7580.71
ORD-100192,First Class,Consumer,India,Mumbai,,Central,Office Supplies,Accessories,28562.03,4,0.05,4514.91
ORD-100193,First Class,Corporate,India,Bangalore,Telangana,South,Technology,Tables,9594.37,9,,2236.81
ORD-100194,Standard Class,Home Office,India,,West Bengal,East,Office Supplies,Accessories,12718,7,0,2535.32
ORD-100195,First Class,Home Office,India,Mumbai,Karnataka,,Office Supplies,Chairs,13887.77,5,0.05,-227.83
ORD-100196,First Class,Consumer,India,Hyderabad,Tamil Nadu,Central,Office Supplies,Phones,14366.15,1,,2179.28
ORD-100197,First Class,Home Office,India,Kolkata,Delhi,East,Technology,Chairs,10039.64,8,0.1,-567.62
ORD-100198,Standard Class,Consumer,India,Kolkata,Maharashtra,North,Office Supplies,Tables,47136.58,4,0,2927.02
ORD-100199,,Consumer,India,Hyderabad,Maharashtra,South,Office Supplies,Storage,39750.36,5,0,7162.25
ORD-100200,Standard Class,Home Office,India,Delhi,Delhi,Central,Technology,Tables,6463.58,1,,1177.59
ORD-100201,Second Class,Corporate,India,Mumbai,Maharashtra,East,Furniture,Storage,10017.75,1,0,1725.7
ORD-100202,Second Class,Consumer,India,,Karnataka,South,Furniture,Tables,3085.72,4,0,125.19
ORD-100203,First Class,Home Office,India,Hyderabad,Maharashtra,South,Technology,Storage,28188.6,11,0.3,-5644.31
ORD-100204,Standard Class,Corporate,India,Mumbai,Karnataka,North,Office Supplies,Chairs,57821.52,3,None,7384.58
ORD-100205,Same Day,Consumer,India,Bangalore,Maharashtra,Central,Furniture,Binders,50000.19,1,0.1,-1930.98
ORD-100206,First Class,Corporate,India,Mumbai,Telangana,North,Furniture,Storage,23247.74,8,0.2,-1864.85
ORD-100207,,Corporate,India,Bangalore,Maharashtra,West,Office Supplies,Binders,45588.53,5,0.3,-9436.66
ORD-100208,Same Day,Consumer,India,Bangalore,Maharashtra,North,Technology,Chairs,280.11,7,0.3,-44.26
ORD-100209,Second Class,Home Office,India,Kolkata,Telangana,West,Technology,Accessories,31848.6,2,0.05,3391.27
ORD-100210,First Class,Consumer,India,Mumbai,,West,Technology,,44618.18,11,,9614.95
ORD-100211,Standard Class,Home Office,India,Hyderabad,Tamil Nadu,South,Technology,Accessories,54295.38,5,0,13233.1
ORD-100212,Standard Class,Consumer,India,,Tamil Nadu,West,Office Supplies,Phones,10336.43,1,0.3,-937.97
,Standard Class,Corporate,India,Mumbai,Delhi,East,Office Supplies,Chairs,12841.71,1,0.05,968.69
ORD-100214,First Class,Corporate,India,Chennai,Telangana,North,Office Supplies,Phones,50727.17,3,0.3,-3240.11
ORD-100215,First Class,Corporate,India,,Tamil Nadu,North,Technology,Phones,42734.78,4,0,9535.86
ORD-100216,Second Class,Home Office,India,Bangalore,Maharashtra,South,Furniture,Accessories,45332.41,5,,9732.15
ORD-100217,First Class,Home Office,India,Hyderabad,Delhi,West,Technology,Binders,41188.82,2,0.1,3678.31
ORD-100218,First Class,Corporate,India,Mumbai,Karnataka,East,Office Supplies,Phones,31205.81,8,0.05,1320.2
ORD-100219,Same Day,Consumer,India,Chennai,Maharashtra,West,Office Supplies,Phones,40428.83,10,0,8745.78
ORD-100220,Second Class,Home Office,India,Bangalore,Maharashtra,East,Office Supplies,Chairs,39597.66,7,0,7872.15
ORD-100221,First Class,,India,Mumbai,Tamil Nadu,West,Technology,,1621.9,4,0.2,-43.96
ORD-100222,Same Day,Consumer,India,Kolkata,Tamil Nadu,East,Office Supplies,Binders,5555.04,5,0.05,312.51
ORD-100223,Standard Class,Home Office,India,Mumbai,West Bengal,Central,Technology,Binders,26752.51,5,0.1,1048.07
ORD-100224,Standard Class,Corporate,India,Hyderabad,Karnataka,North,Furniture,Binders,25282.84,6,0.05,516.23
ORD-100225,Second Class,Consumer,India,Delhi,Karnataka,West,Office Supplies,Accessories,48111.83,9,0.1,-2055.71
ORD-100226,Standard Class,Home Office,India,Chennai,Delhi,Central,Office Supplies,Storage,21819.54,10,0.05,3756.23
ORD-100227,,Home Office,India,Hyderabad,Tamil Nadu,East,,Tables,29804.12,2,0,7294.33
ORD-100228,Second Class,Corporate,India,Chennai,Telangana,South,Furniture,Chairs,31740.09,11,0.2,-919.92
ORD-100229,Second Class,Consumer,India,Hyderabad,,West,Office Supplies,Tables,5228.94,9,0.3,-1023.49
ORD-100230,Second Class,Corporate,India,Hyderabad,Telangana,East,Office Supplies,Phones,6495.01,10,0.2,-989.89
ORD-100231,First Class,Consumer,India,Mumbai,Maharashtra,South,Technology,Storage,5373.15,5,0.05,419.41
ORD-100232,Same Day,Consumer,India,Chennai,West Bengal,Central,Technology,Storage,42153.75,6,0.3,-4665.46
ORD-100233,Second Class,Consumer,India,Kolkata,Maharashtra,South,Furniture,Phones,43396.33,2,0.2,-3665.92
ORD-100234,Second Class,Home Office,India,Bangalore,Karnataka,West,Furniture,Tables,32673.34,5,0.05,790.83
ORD-100235,Same Day,Consumer,India,Hyderabad,Maharashtra,South,,Chairs,54592.92,8,0,1892.81
ORD-100236,First Class,Home Office,India,Chennai,,Central,Office Supplies,Chairs,39518.67,3,,5829.14
ORD-100237,Second Class,Corporate,India,Delhi,,Central,Office Supplies,Accessories,8291.16,10,0.2,-179.3
ORD-100238,Standard Class,Home Office,India,Mumbai,Telangana,West,Office Supplies,Binders,31848.55,5,0,7151.48
ORD-100239,Same Day,Home Office,India,Hyderabad,Telangana,West,Technology,Phones,34962.6,5,0.3,-2510.96
ORD-100240,Second Class,Home Office,India,Delhi,Tamil Nadu,South,Office Supplies,Tables,37683.52,6,,7032.61
ORD-100241,First Class,Corporate,India,Hyderabad,Karnataka,South,Technology,Accessories,28955.72,5,0,3954.05
ORD-100242,First Class,Consumer,India,Bangalore,Karnataka,South,,Storage,30348.17,4,,4520.61
ORD-100243,Second Class,Corporate,India,Kolkata,Maharashtra,Central,Furniture,,5305.05,1,0.2,195.6
ORD-100244,First Class,Consumer,India,Hyderabad,Karnataka,North,Technology,Phones,30246.71,3,0,3262.37
ORD-100245,Standard Class,Home Office,India,Mumbai,Telangana,Central,Office Supplies,Phones,10414.42,8,,513.27
